"MissionID","BattleID","BattleResult","MaxLevel","MinLevel","MissionName","MissionType","openUI","Uiid","CruiseId","HelpBonus","BattleVideo","MissionTypeString","BattlePreString","PostMissionList0","AutoDo","TaskInfoPurposeListA","TaskInfoTraceListA","TaskInfoDescriptionListA","ActiveInfoNpcID","ActiveInfoMapID","ActiveInfoLeftPos","ActiveInfoTopPos","ActiveInfoRightPos","ActiveInfoBottomPos","ActiveInfoUseItemID","ExpReward","MoneyReward","PetExpReward","RewardType","RewardOption","RewardItemIDList0","RewardItemIsBindList0","RewardItemNumList0","RewardItemShapeIDList0","RewardItemIDList1","RewardItemIsBindList1","RewardItemNumList1","RewardItemShapeIDList1","AnimationID","UnionSeekHelp","WorldSeekHelp","AIInfoDeathPunish","AIInfoTeamSteate","ActiveInfoGiveBackMoney","ActiveInfoGiveBackPetID","ActiveInfoIsRestartTimer","ActiveInfoMaxStep","ActiveInfoMiniStep","ActiveInfoOtherType","ActiveInfoStepProbability","ActiveInfoTeamState","ActiveInfoTimeLimit","ActiveInfoTargetID","ActiveInfoTargetNum","BattleInfoBattleMapType","BattleInfoBattleTimes","BattleInfoBattleZoneID","BattleInfoDrop","BattleInfoDropItemID","BattleInfoDropItemNum","BattleInfoMonsterList0","BattleInfoMonsterList1","BattleInfoMonsterList2","BattleInfoMonsterList3","BattleInfoMonsterList4","BattleInfoMonsterList5","BattleInfoMonsterNum","share","NoteInfo","ProcessBarTeXiao","ProcessBarColor","ProcessBarText","ProcessBarTime","QuestionInfoConversion","QuestionInfoCorrectAnswer","QuestionInfoNpcID","QuestionInfoWrongAnswerList0","QuestionInfoWrongAnswerList1","QuestionInfoWrongAnswerList2","QuestionInfoWrongAnswerList3","RequestRoleIDList0","RequestRoleIDList1","RewardMapID","RewardMapJumpType","RewardMapXPos","RewardMapYPos","SMoney","ScenarioInfoBranchNote","ScenarioInfoBranchNpcID","ScenarioInfoFinishConversationList0","ScenarioInfoFinishConversationList1","ScenarioInfoFinishConversationList2","ScenarioInfoFinishConversationList3","ScenarioInfoFinishConversationList4","ScenarioInfoFinishConversationList5","ScenarioInfoFinishConversationList6","ScenarioInfoFinishConversationList7","ScenarioInfoFinishConversationList8","ScenarioInfoFinishNpcID0","ScenarioInfoFinishNpcID1","ScenarioInfoFinishNpcID2","ScenarioInfoFinishNpcID3","ScenarioInfoFinishNpcID4","ScenarioInfoFinishNpcID5","ScenarioInfoFinishNpcID6","ScenarioInfoFinishNpcID7","ScenarioInfoFinishNpcID8","BiaoQingB0","BiaoQingB1","BiaoQingB2","BiaoQingB3","BiaoQingB4","BiaoQingB5","BiaoQingB6","BiaoQingB7","BiaoQingB8","FinishConversationAudio0","FinishConversationAudio1","FinishConversationAudio2","FinishConversationAudio3","FinishConversationAudio4","FinishConversationAudio5","FinishConversationAudio6","ScenarioInfoNpcConversationList0","ScenarioInfoNpcConversationList1","ScenarioInfoNpcConversationList2","ScenarioInfoNpcConversationList3","ScenarioInfoNpcConversationList4","ScenarioInfoNpcConversationList5","ScenarioInfoNpcConversationList6","ScenarioInfoNpcConversationList7","ScenarioInfoNpcConversationList8","ScenarioInfoNpcID0","ScenarioInfoNpcID1","ScenarioInfoNpcID2","ScenarioInfoNpcID3","ScenarioInfoNpcID4","ScenarioInfoNpcID5","ScenarioInfoNpcID6","ScenarioInfoNpcID7","ScenarioInfoNpcID8","BiaoQingA0","BiaoQingA1","BiaoQingA2","BiaoQingA3","BiaoQingA4","BiaoQingA5","BiaoQingA6","BiaoQingA7","BiaoQingA8","ConversationAudio0","ConversationAudio1","ConversationAudio2","ConversationAudio3","ConversationAudio4","ConversationAudio5","ConversationAudio6","ShengWang","TransMaxLevel","TransMinLevel","TransformID","FollowID","BuShuaGuai0","BuShuaGuai1","BuShuaGuai2","RelevanceNpc1","RelevanceNpc2","RelevanceNpc3","RelevanceNpc4","RelevanceNpc5","RelevanceNpc6","RelevanceNpc7","DisPlayNPCID0","PostMissionList1","PostMissionList2","PostMissionList3","PostMissionList4","PostMissionList5","PostMissionList6","PostMissionList7","PostMissionList8","PostMissionList9","RequestMissionList0","ScenarioInfoBranchOptionList0","AIInfoBattleLevel"
"100101","0","1","0","0","[主线]踏上征途吧，那个谁","50","","","","0","0","","","180101","0","","","","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","","","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","180201","180301","180401","180501","180601","180701","180801","180901","","","",""
"180101","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180103","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22""></T><T t=""牛头人酋长"" npcid=""13104"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df""></T><T t=""牛头人酋长"" npcid=""13104"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22""></T><T t=""牛头人酋长"" npcid=""13104"" c=""ff12c4ff"" c=""ff00ff00""></T>","13104","1618","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","1","2","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""天灾的那些骨头架子最近越来越嚣张了，你就是新来的冒险者吗？""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13104","1","13104","","","","","","","","","","","","","","","","180101_09.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"180201","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180203","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22"" ></T><T t=""光芒使者"" npcid=""13101"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df"" ></T><T t=""光芒使者"" npcid=""13101"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22"" ></T><T t=""光芒使者"" npcid=""13101"" c=""ff12c4ff"" c=""ff00ff00""></T>","13101","1621","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","1","2","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""正义将得到伸张，天灾将得到我的耳光，小子，你就是新来的吗？""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13101","1","13101","","","","","","","","","","","","","","","","180201_06.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"180301","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180303","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22""></T><T t=""玛佛里"" npcid=""13100"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df""></T><T t=""玛佛里"" npcid=""13100"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22""></T><T t=""玛佛里"" npcid=""13100"" c=""ff12c4ff"" c=""ff00ff00""></T>","13100","1622","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","3","4","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""为了抵御天灾，我们正在召集人手，你就是新来的冒险者吗？""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13100","1","13100","","","","","","","","","","","","","","","","180301_06.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"180401","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180403","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22""></T><T t=""兽王"" npcid=""13102"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df""></T><T t=""兽王"" npcid=""13102"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22""></T><T t=""兽王"" npcid=""13102"" c=""ff12c4ff"" c=""ff00ff00""></T>","13102","1620","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","3","4","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""天灾们的臭味都传到雷霆要塞来了，你的加入非常及时。""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13102","1","13102","","","","","","","","","","","","","","","","180401_07.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"180501","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180503","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22""></T><T t=""卡尔索斯"" npcid=""13105"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df""></T><T t=""卡尔索斯"" npcid=""13105"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22""></T><T t=""卡尔索斯"" npcid=""13105"" c=""ff12c4ff"" c=""ff00ff00""></T>","13105","1617","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","5","6","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""邪恶的天灾正在接近艾泽大陆，欢迎你的加入，法师学徒。""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13105","1","13105","","","","","","","","","","","","","","","","180501_05.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"180601","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180603","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22""></T><T t=""不朽者"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df""></T><T t=""不朽者"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22""></T><T t=""不朽者"" c=""ff12c4ff"" c=""ff00ff00""></T>","13103","1619","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","5","6","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""最近天灾们的活动越来越频繁了，欢迎加入，英勇的冒险者""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13103","1","13103","","","","","","","","","","","","","","","","180601_09.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"180701","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180703","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22""></T><T t=""沃尔金"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df""></T><T t=""沃尔金"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22""></T><T t=""沃尔金"" c=""ff12c4ff"" c=""ff00ff00""></T>","13107","1691","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","1","2","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""部落才是我的族人，当然我也真诚的欢迎你的到来。""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13107","1","13107","","","","","","","","","","","","","","","","180701_05.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"180801","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180803","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22""></T><T t=""女王希尔"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df""></T><T t=""女王希尔"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22""></T><T t=""女王希尔"" c=""ff12c4ff"" c=""ff00ff00""></T>","13106","1690","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","3","4","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""辛多雷，以太阳之名，欢迎新同胞的加入，我们终将在天灾的尸体上吟诵胜歌。""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13106","1","13106","","","","","","","","","","","","","","","","180801_09.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"180901","0","1","0","0","[主线]新兵报道","10","","","","0","0","新兵报道","","180903","0","<T t=""初到艾泽大陆，去拜访"" c=""ff5f3e22""></T><T t=""古尔迪安"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访"" c=""fffff2df""></T><T t=""古尔迪安"" c=""ff00ff00""  c=""ff00ff00""></T>","<T t=""初到艾泽大陆，去拜访你的导师"" c=""ff5f3e22""></T><T t=""古尔迪安"" c=""ff12c4ff"" c=""ff00ff00""></T>","13108","1692","0","0","0","0","0","350","500","0","1","1","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","","","0","0","","","","","0","","","0","","","","","5","6","0","0","0","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<T t=""没人可以奴役我们。欢迎你，术士新手。""></T>","<T t=""(小声）如果不算在那个世界游戏中的经历，我确实刚到这里""></T>","<T t=""$NAME$"" c=""ffffff33"" ></T><T t=""，听上去像是一个强大的战士，去那边报道吧。""></T>","","","","","","","13108","1","13108","","","","","","","","","","","","","","","","180901_08.mp3","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
